drug1	drug1_name	drug2	drug2_name	common_disease	common_disease_name
DB00531	cyclophosphamide	DB00020	sargramostim	C0023449	Acute Lymphocytic Leukemia
DB00531	cyclophosphamide	DB00020	sargramostim	C0019829	Hodgkin's lymphoma
DB00515	cisplatin	DB00531	cyclophosphamide	C0026764	multiple myeloma
DB00515	cisplatin	DB00531	cyclophosphamide	C0919267	Ovarian Neoplasm
DB00515	cisplatin	DB00531	cyclophosphamide	C0019829	Hodgkin's lymphoma
DB00515	cisplatin	DB00531	cyclophosphamide	C0039590	Testicular Neoplasms
DB00515	cisplatin	DB00531	cyclophosphamide	C1458155	Mammary Neoplasms
DB00515	cisplatin	DB00531	cyclophosphamide	C0027819	neuroblastoma
DB00654	latanoprost	DB00373	timolol	C0017601	glaucoma
DB00654	latanoprost	DB00373	timolol	C0028840	ocular hypertension
DB00654	latanoprost	DB00373	timolol	C0017612	Glaucoma, Open-Angle
DB00063	eptifibatide	DB08816	ticagrelor	C0027051	Myocardial Infarction
DB00063	eptifibatide	DB08816	ticagrelor	C0040053	thrombosis
DB00063	eptifibatide	DB08816	ticagrelor	C0948089	acute coronary syndrome (ACS)
DB01050	ibuprofen	DB00201	caffeine	C0030193	Pain
DB01050	ibuprofen	DB00201	caffeine	C0013390	Dysmenorrhea
DB01050	ibuprofen	DB00201	caffeine	C0149931	Migraine Disorders
DB01194	brinzolamide	DB00654	latanoprost	C0017601	glaucoma
DB01194	brinzolamide	DB00654	latanoprost	C0028840	ocular hypertension
DB01194	brinzolamide	DB00654	latanoprost	C0017612	Glaucoma, Open-Angle
DB00612	bisoprolol	DB00335	atenolol-(+/-)	C0020538	Hypertensive disease
DB00612	bisoprolol	DB00335	atenolol-(+/-)	C0027051	Myocardial Infarction
DB00612	bisoprolol	DB00335	atenolol-(+/-)	C0018802	congestive heart failure
DB00612	bisoprolol	DB00335	atenolol-(+/-)	C0003811	Cardiac Arrhythmia
DB00612	bisoprolol	DB00335	atenolol-(+/-)	C0039240	Supraventricular Tachycardia
DB06813	pralatrexate	DB06176	romidepsin	C0079774	peripheral T-cell lymphoma (PTCL)
DB05812	abiraterone	DB01248	docetaxel	C0376358	Malignant Neoplasm Of Prostate
DB00531	cyclophosphamide	DB00990	exemestane	C1458155	Mammary Neoplasms
DB00668	epinephrine	DB00281	lidocaine	C0042514	ventricular tachycardia (VT)
DB00668	epinephrine	DB00281	lidocaine	C0019080	hemorrhage
DB00668	epinephrine	DB00281	lidocaine	C0042510	ventricular fibrillation (VF)
DB00302	Tranexamic Acid	DB00668	epinephrine	C0019080	hemorrhage
DB11817	baricitinib	DB00091	cyclosporine	C0003873	rheumatoid arthritis
DB06441	CANGRELOR	DB00758	clopidogrel	C0040053	thrombosis
DB09054	idelalisib	DB08935	obinutuzumab	C0023434	chronic lymphocytic leukemia (CLL)
DB08899	enzalutamide	DB06699	degarelix	C0376358	Malignant Neoplasm Of Prostate
DB00381	amlodipine	DB00700	eplerenone	C0020538	Hypertensive disease
DB00515	cisplatin	DB01143	amifostine	C1140680	Malignant Neoplasm Of Ovary
DB00704	naltrexone	DB00921	Buprenorphine	C0150055	chronic pain
DB01262	decitabine	DB06210	eltrombopag	C0002871	anemia
DB00683	Midazolam	DB00292	etomidate	C0038220	status epilepticus
DB06144	Sertindole	DB00734	risperidone	C0036341	schizophrenia
DB00682	warfarin	DB00945	aspirin	C0027051	Myocardial Infarction
DB00682	warfarin	DB00945	aspirin	C0040053	thrombosis
DB06725	lornoxicam	DB00316	paracetamol	C0003864	Arthritis
DB06725	lornoxicam	DB00316	paracetamol	C0030193	Pain
DB00254	doxycycline	DB00537	ciprofloxacin	C0037199	sinusitis
DB01364	ephedrine	DB00201	caffeine	C2607914	Allergic Rhinitis (Disorder)
DB01364	ephedrine	DB00201	caffeine	C0027424	Nasal congestion (finding)
DB04878	voglibose	DB00331	metformin	C0020456	hyperglycemia
DB04878	voglibose	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB04878	voglibose	DB00331	metformin	C0011849	diabetes mellitus
DB08881	vemurafenib	DB08912	dabrafenib	C0025202	melanoma
DB08899	enzalutamide	DB00007	leuprolide	C0376358	Malignant Neoplasm Of Prostate
DB01225	Enoxaparin	DB00682	warfarin	C0149871	deep vein thrombosis (DVT)
DB00014	goserelin-acetate	DB00947	fulvestrant	C0006142	Malignant Neoplasm Of Breast
DB06655	liraglutide	DB01261	sitagliptin	C0020456	hyperglycemia
DB06655	liraglutide	DB01261	sitagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06655	liraglutide	DB01261	sitagliptin	C0011849	diabetes mellitus
DB08827	lomitapide	DB01076	atorvastatin	C0020443	hypercholesterolemia
DB08827	lomitapide	DB01076	atorvastatin	C0020473	hyperlipidemia
DB08827	lomitapide	DB01076	atorvastatin	C0342881	Familial hypercholesterolemia - homozygous
DB01076	atorvastatin	DB00945	aspirin	C0027051	Myocardial Infarction
DB01262	decitabine	DB00987	cytarabine	C0023473	chronic myeloid leukemia (CML)
DB01262	decitabine	DB00987	cytarabine	C0023467	Leukemia, Myelocytic, Acute
DB00731	nateglinide	DB00331	metformin	C0020456	hyperglycemia
DB00731	nateglinide	DB00331	metformin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00731	nateglinide	DB00331	metformin	C0011849	diabetes mellitus
DB08896	regorafenib	DB00762	irinotecan	C1527249	colorectal cancer
DB00539	toremifene	DB00675	tamoxifen	C1458155	Mammary Neoplasms
DB00264	metoprolol	DB12163	sarpogrelate	C0002962	angina pectoris
DB00502	haloperidol	DB01075	diphenhydramine	C0013384	Dyskinetic Syndrome
DB06335	saxagliptin	DB01276	exenatide	C0020456	hyperglycemia
DB06335	saxagliptin	DB01276	exenatide	C0011849	diabetes mellitus
DB00635	prednisone	DB01220	rifaximin	C0014356	Enterocolitis
DB00668	epinephrine	DB00368	norepinephrine	C0006267	Bronchiectasis
DB00668	epinephrine	DB00368	norepinephrine	C0036983	Septic Shock
DB00668	epinephrine	DB00368	norepinephrine	C0020649	hypotension
DB00668	epinephrine	DB00368	norepinephrine	C0004096	asthma
DB00668	epinephrine	DB00368	norepinephrine	C0034067	Pulmonary Emphysema
DB00108	Natalizumab	DB00959	methylprednisolone	C0026769	multiple sclerosis
DB00108	Natalizumab	DB00959	methylprednisolone	C0010346	Crohn's disease
DB00544	5-fluorouracil	DB00724	imiquimod	C0007117	basal cell carcinoma (BCC)
DB00947	fulvestrant	DB01248	docetaxel	C1458155	Mammary Neoplasms
DB01262	decitabine	DB04865	homoharringtonine	C0023473	chronic myeloid leukemia (CML)
DB01262	decitabine	DB04865	homoharringtonine	C0023467	Leukemia, Myelocytic, Acute
DB00927	famotidine	DB01075	diphenhydramine	C0042109	urticaria
DB01252	mitiglinide	DB00030	insulin human	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01252	mitiglinide	DB00030	insulin human	C0011849	diabetes mellitus
DB06210	eltrombopag	DB00928	azacitidine	C0002871	anemia
DB01268	sunitinib	DB08896	regorafenib	C0238198	gastrointestinal stromal tumors (GIST)
DB09082	vilanterol	DB09076	umeclidinium	C0024117	Chronic Obstructive Airway Disease
DB01366	procaterol	DB01222	budesonide	C0004096	asthma
DB00818	propofol	DB00292	etomidate	C0038220	status epilepticus
DB00584	enalapril	DB00575	clonidine	C0020538	Hypertensive disease
DB00966	telmisartan	DB00575	clonidine	C0020538	Hypertensive disease
DB08882	linagliptin	DB01132	pioglitazone	C0020456	hyperglycemia
DB08882	linagliptin	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08882	linagliptin	DB01132	pioglitazone	C0011849	diabetes mellitus
DB00316	paracetamol	DB00945	aspirin	C0030193	Pain
DB00316	paracetamol	DB00945	aspirin	C0013390	Dysmenorrhea
DB00316	paracetamol	DB00945	aspirin	C0003862	joint pain
DB00316	paracetamol	DB00945	aspirin	C0004604	Back Pain
DB00316	paracetamol	DB00945	aspirin	C0015967	fever
DB00316	paracetamol	DB00945	aspirin	C0003864	Arthritis
DB00316	paracetamol	DB00945	aspirin	C0149931	Migraine Disorders
DB00916	metronidazole	DB01060	amoxicillin	C0149725	Lower respiratory tract infection
DB00916	metronidazole	DB01060	amoxicillin	C0013295	Duodenal Ulcer
DB00966	telmisartan	DB00641	simvastatin	C0038454	stroke
DB00945	aspirin	DB00814	meloxicam	C0003864	Arthritis
DB00945	aspirin	DB00814	meloxicam	C0029408	osteoarthritis
DB00945	aspirin	DB00814	meloxicam	C0003873	rheumatoid arthritis
DB00678	losartan	DB00421	spironolactone	C0020538	Hypertensive disease
DB00678	losartan	DB00421	spironolactone	C0018802	congestive heart failure
DB00635	prednisone	DB00741	hydrocortisone	C0005138	Berylliosis
DB00635	prednisone	DB00741	hydrocortisone	C0022568	Keratitis
DB00635	prednisone	DB00741	hydrocortisone	C0030807	Pemphigus
DB00635	prednisone	DB00741	hydrocortisone	C0011616	contact dermatitis
DB00635	prednisone	DB00741	hydrocortisone	C0026948	Mycosis Fungoides
DB00635	prednisone	DB00741	hydrocortisone	C0009324	ulcerative colitis
DB00635	prednisone	DB00741	hydrocortisone	C0003872	psoriatic arthritis
DB00635	prednisone	DB00741	hydrocortisone	C0033860	psoriasis
DB00635	prednisone	DB00741	hydrocortisone	C0019829	Hodgkin's lymphoma
DB00635	prednisone	DB00741	hydrocortisone	C0020517	Hypersensitivity
DB00635	prednisone	DB00741	hydrocortisone	C0021390	inflammatory bowel disease
DB00635	prednisone	DB00741	hydrocortisone	C0002994	angioedema
DB00635	prednisone	DB00741	hydrocortisone	C0023052	Laryngeal Edema
DB00635	prednisone	DB00741	hydrocortisone	C0036508	seborrheic dermatitis
DB00635	prednisone	DB00741	hydrocortisone	C0001623	Adrenal Gland Hypofunction
DB00635	prednisone	DB00741	hydrocortisone	C0038013	ankylosing spondylitis
DB00635	prednisone	DB00741	hydrocortisone	C0027726	nephrotic syndrome
DB00635	prednisone	DB00741	hydrocortisone	C0002875	Cooley's anemia
DB00635	prednisone	DB00741	hydrocortisone	C0003873	rheumatoid arthritis
DB00635	prednisone	DB00741	hydrocortisone	C0024305	non-Hodgkin lymphoma (NHL)
DB00635	prednisone	DB00741	hydrocortisone	C0024141	Lupus Erythematosus, Systemic
DB00635	prednisone	DB00741	hydrocortisone	C0006114	Cerebral Edema
DB00635	prednisone	DB00741	hydrocortisone	C1260899	Anemia, Diamond-Blackfan
DB00635	prednisone	DB00741	hydrocortisone	C0011606	Exfoliative Dermatitis
DB00635	prednisone	DB00741	hydrocortisone	C0004364	Autoimmune Diseases
DB00635	prednisone	DB00741	hydrocortisone	C0405580	Adrenal Cortical Hypofunction
DB00635	prednisone	DB00741	hydrocortisone	C0036202	Sarcoidosis
DB00635	prednisone	DB00741	hydrocortisone	C0040147	thyroiditis
DB00635	prednisone	DB00741	hydrocortisone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00635	prednisone	DB00741	hydrocortisone	C0001403	Addison's disease
DB00635	prednisone	DB00741	hydrocortisone	C0036830	Serum Sickness
DB00635	prednisone	DB00741	hydrocortisone	C0022073	Iridocyclitis
DB00635	prednisone	DB00741	hydrocortisone	C0014742	Erythema Multiforme
DB00635	prednisone	DB00741	hydrocortisone	C2607914	Allergic Rhinitis (Disorder)
DB00635	prednisone	DB00741	hydrocortisone	C0002880	Autoimmune Hemolytic Anemia
DB00635	prednisone	DB00741	hydrocortisone	C0026769	multiple sclerosis
DB00635	prednisone	DB00741	hydrocortisone	C0011615	Dermatitis, Atopic
DB00635	prednisone	DB00741	hydrocortisone	C0010346	Crohn's disease
DB00635	prednisone	DB00741	hydrocortisone	C0023449	Acute Lymphocytic Leukemia
DB00635	prednisone	DB00741	hydrocortisone	C0014356	Enterocolitis
DB00635	prednisone	DB00741	hydrocortisone	C0004096	asthma
DB00635	prednisone	DB00741	hydrocortisone	C0003868	Arthritis, Gouty
DB00073	Rituximab	DB00860	prednisolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00073	Rituximab	DB00860	prednisolone	C0003873	rheumatoid arthritis
DB11824	tofogliflozin	DB00030	insulin human	C0011849	diabetes mellitus
DB01001	albuterol	DB00332	ipratropium	C0024117	Chronic Obstructive Airway Disease
DB01001	albuterol	DB00332	ipratropium	C0004096	asthma
DB01001	albuterol	DB00332	ipratropium	C0008677	Bronchitis, Chronic
DB00484	brimonidine	DB00373	timolol	C0017601	glaucoma
DB00484	brimonidine	DB00373	timolol	C0017612	Glaucoma, Open-Angle
DB00484	brimonidine	DB00373	timolol	C0028840	ocular hypertension
DB00966	telmisartan	DB00178	ramipril	C0020538	Hypertensive disease
DB00966	telmisartan	DB00178	ramipril	C0018802	congestive heart failure
DB00966	telmisartan	DB00178	ramipril	C0038454	stroke
DB00776	oxcarbazepine	DB00996	gabapentin	C0036572	seizures
DB00776	oxcarbazepine	DB00996	gabapentin	C0014544	epilepsy
DB08907	canagliflozin	DB00030	insulin human	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08907	canagliflozin	DB00030	insulin human	C0011849	diabetes mellitus
DB00999	hydrochlorothiazide	DB09279	fimasartan	C0020538	Hypertensive disease
DB00999	hydrochlorothiazide	DB09279	fimasartan	C0018802	congestive heart failure
DB00945	aspirin	DB00788	naproxen	C0018681	headache
DB00945	aspirin	DB00788	naproxen	C0231528	muscle pain
DB00945	aspirin	DB00788	naproxen	C0030193	Pain
DB00945	aspirin	DB00788	naproxen	C0013390	Dysmenorrhea
DB00945	aspirin	DB00788	naproxen	C0003862	joint pain
DB00945	aspirin	DB00788	naproxen	C0015967	fever
DB00945	aspirin	DB00788	naproxen	C0018099	gout
DB00945	aspirin	DB00788	naproxen	C0038013	ankylosing spondylitis
DB00945	aspirin	DB00788	naproxen	C0029408	osteoarthritis
DB00945	aspirin	DB00788	naproxen	C0003873	rheumatoid arthritis
DB00945	aspirin	DB00788	naproxen	C0149931	Migraine Disorders
DB00612	bisoprolol	DB00178	ramipril	C0027051	Myocardial Infarction
DB00612	bisoprolol	DB00178	ramipril	C0020538	Hypertensive disease
DB00612	bisoprolol	DB00178	ramipril	C0018802	congestive heart failure
DB00682	warfarin	DB01088	iloprost	C0040053	thrombosis
DB06209	prasugrel	DB00945	aspirin	C0027051	Myocardial Infarction
DB06209	prasugrel	DB00945	aspirin	C0040053	thrombosis
DB00563	methotrexate	DB01248	docetaxel	C0278996	Cancer Of Head And Neck
DB00563	methotrexate	DB01248	docetaxel	C0038356	Stomach Neoplasms
DB00563	methotrexate	DB01248	docetaxel	C1458155	Mammary Neoplasms
DB00316	paracetamol	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB08899	enzalutamide	DB05812	abiraterone	C0376358	Malignant Neoplasm Of Prostate
DB08885	AFLIBERCEPT	DB01270	Ranibizumab	C0027686	Pathologic Neovascularization
DB06605	apixaban	DB00390	digoxin	C0004238	atrial fibrillation (AF)
DB06605	apixaban	DB00335	atenolol-(+/-)	C0004238	atrial fibrillation (AF)
DB00966	telmisartan	DB00758	clopidogrel	C0038454	stroke
DB00515	cisplatin	DB00853	temozolomide	C0004114	astrocytoma
DB09053	ibrutinib	DB08935	obinutuzumab	C0023434	chronic lymphocytic leukemia (CLL)
DB00945	aspirin	DB00975	dipyridamole	C0040053	thrombosis
DB00563	methotrexate	DB01097	leflunomide	C0003873	rheumatoid arthritis
DB00388	phenylephrine	DB01364	ephedrine	C0035455	Rhinitis
DB00388	phenylephrine	DB01364	ephedrine	C0020649	hypotension
DB00388	phenylephrine	DB01364	ephedrine	C2607914	Allergic Rhinitis (Disorder)
DB00388	phenylephrine	DB01364	ephedrine	C0027424	Nasal congestion (finding)
DB00388	phenylephrine	DB01364	ephedrine	C0018621	Hay Fever
DB00480	lenalidomide	DB06317	Elotuzumab	C0026764	multiple myeloma
DB06335	saxagliptin	DB00222	glimepiride	C0020456	hyperglycemia
DB06335	saxagliptin	DB00222	glimepiride	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06335	saxagliptin	DB00222	glimepiride	C0011849	diabetes mellitus
DB00555	lamotrigine	DB09119	eslicarbazepine-acetate	C0014544	epilepsy
DB00252	phenytoin	DB09119	eslicarbazepine-acetate	C0036572	seizures
DB00252	phenytoin	DB09119	eslicarbazepine-acetate	C0014544	epilepsy
DB00564	carbamazepine	DB09119	eslicarbazepine-acetate	C0036572	seizures
DB00564	carbamazepine	DB09119	eslicarbazepine-acetate	C0014544	epilepsy
DB11581	venetoclax	DB00987	cytarabine	C0023434	chronic lymphocytic leukemia (CLL)
DB06228	rivaroxaban	DB00758	clopidogrel	C0040053	thrombosis
DB06228	rivaroxaban	DB00758	clopidogrel	C0038454	stroke
DB06228	rivaroxaban	DB08816	ticagrelor	C0040053	thrombosis
DB06228	rivaroxaban	DB08816	ticagrelor	C0038454	stroke
DB08893	mirabegron	DB01036	tolterodine	C0878773	Overactive Bladder
DB08893	mirabegron	DB01036	tolterodine	C0042024	urinary incontinence
DB08893	mirabegron	DB12278	propiverine	C0042024	urinary incontinence
DB06228	rivaroxaban	DB00682	warfarin	C0040053	thrombosis
DB06228	rivaroxaban	DB00682	warfarin	C0004238	atrial fibrillation (AF)
DB06228	rivaroxaban	DB00682	warfarin	C0034065	pulmonary embolism (PE)
DB06228	rivaroxaban	DB00682	warfarin	C0149871	deep vein thrombosis (DVT)
DB01229	paclitaxel	DB09079	nintedanib	C0007131	Non-Small Cell Lung Carcinoma
DB00204	DB00204	DB00281	lidocaine	C0003811	Cardiac Arrhythmia
DB00204	DB00204	DB00379	mexiletine	C0003811	Cardiac Arrhythmia
DB01229	paclitaxel	DB09035	Nivolumab	C0007131	Non-Small Cell Lung Carcinoma
DB00014	goserelin-acetate	DB01006	letrozole	C0006142	Malignant Neoplasm Of Breast
DB06292	dapagliflozin	DB01276	exenatide	C0020456	hyperglycemia
DB06292	dapagliflozin	DB01276	exenatide	C0011849	diabetes mellitus
DB00284	acarbose	DB06335	saxagliptin	C0020456	hyperglycemia
DB00284	acarbose	DB06335	saxagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00284	acarbose	DB06335	saxagliptin	C0011849	diabetes mellitus
DB00361	vinorelbine	DB00317	gefitinib	C0007131	Non-Small Cell Lung Carcinoma
DB01611	Hydroxychloroquine	DB00563	methotrexate	C0003873	rheumatoid arthritis
DB00445	epirubicin	DB00531	cyclophosphamide	C0678222	Breast Carcinoma
DB00445	epirubicin	DB00531	cyclophosphamide	C1458155	Mammary Neoplasms
DB09033	vedolizumab	DB00635	prednisone	C0009324	ulcerative colitis
DB09033	vedolizumab	DB00635	prednisone	C0010346	Crohn's disease
DB08907	canagliflozin	DB06655	liraglutide	C0020456	hyperglycemia
DB08907	canagliflozin	DB06655	liraglutide	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08907	canagliflozin	DB06655	liraglutide	C0011849	diabetes mellitus
DB00108	Natalizumab	DB08868	fingolimod	C0026769	multiple sclerosis
DB00762	irinotecan	DB09037	Pembrolizumab	C0007131	Non-Small Cell Lung Carcinoma
DB00441	gemcitabine	DB09037	Pembrolizumab	C0007131	Non-Small Cell Lung Carcinoma
DB00009	Alteplase	DB00031	Tenecteplase	C0027051	Myocardial Infarction
DB00009	Alteplase	DB00031	Tenecteplase	C0040053	thrombosis
DB00277	Theophylline	DB01656	roflumilast	C0004096	asthma
DB06287	temsirolimus	DB00570	vinblastine	C0006142	Malignant Neoplasm Of Breast
DB06287	temsirolimus	DB00570	vinblastine	C0024299	Lymphoma
DB00007	leuprolide	DB01006	letrozole	C1458155	Mammary Neoplasms
DB01195	flecainide	DB00489	sotalol	C0085612	ventricular arrhythmias
DB01195	flecainide	DB00489	sotalol	C0004238	atrial fibrillation (AF)
DB01195	flecainide	DB00489	sotalol	C0003811	Cardiac Arrhythmia
DB01195	flecainide	DB00489	sotalol	C0042514	ventricular tachycardia (VT)
DB01195	flecainide	DB00489	sotalol	C0039240	Supraventricular Tachycardia
DB00531	cyclophosphamide	DB01030	topotecan	C0919267	Ovarian Neoplasm
DB09053	ibrutinib	DB00188	bortezomib	C0334634	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
DB00905	bimatoprost	DB00373	timolol	C0017601	glaucoma
DB00905	bimatoprost	DB00373	timolol	C0017612	Glaucoma, Open-Angle
DB00905	bimatoprost	DB00373	timolol	C0028840	ocular hypertension
DB00327	Hydromorphone	DB00316	paracetamol	C0030193	Pain
DB08896	regorafenib	DB00619	imatinib	C0238198	gastrointestinal stromal tumors (GIST)
DB00773	etoposide	DB00997	doxorubicin	C0005695	Bladder Neoplasm
DB00773	etoposide	DB00997	doxorubicin	C0149925	Small Cell Carcinoma Of Lung
DB00773	etoposide	DB00997	doxorubicin	C0036220	Kaposi sarcoma
DB00773	etoposide	DB00997	doxorubicin	C0023467	Leukemia, Myelocytic, Acute
DB00773	etoposide	DB00997	doxorubicin	C0027819	neuroblastoma
DB00293	raltitrexed	DB00762	irinotecan	C1527249	colorectal cancer
DB00515	cisplatin	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00515	cisplatin	DB01234	dexamethasone	C0026764	multiple myeloma
DB00515	cisplatin	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00945	aspirin	DB00006	bivalirudin	C0002965	Angina, Unstable
DB00945	aspirin	DB00006	bivalirudin	C0040053	thrombosis
DB09038	empagliflozin	DB08882	linagliptin	C0020456	hyperglycemia
DB09038	empagliflozin	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB09038	empagliflozin	DB08882	linagliptin	C0011849	diabetes mellitus
DB00493	cefotaxime	DB00916	metronidazole	C0149725	Lower respiratory tract infection
DB00493	cefotaxime	DB00916	metronidazole	C2242472	Infection of bone
DB00493	cefotaxime	DB00916	metronidazole	C0031154	peritonitis
DB05578	Ramucirumab	DB00530	erlotinib	C0007131	Non-Small Cell Lung Carcinoma
DB01024	mycophenolic-acid	DB00563	methotrexate	C0033860	psoriasis
DB01024	mycophenolic-acid	DB00091	cyclosporine	C0033860	psoriasis
DB00586	diclofenac	DB00316	paracetamol	C0030193	Pain
